Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Control,Medium Value,193.9594186394086,237.4662450983936,57.46039360978031,68.85867015974787,Yes
Treatment,High Value,260.65411093481805,396.5190419077365,100.0,100.0,Yes
Treatment,High Value,313.0850031804234,494.9832457100067,70.57031265227725,83.79067981283886,No
Treatment,Low Value,159.88524765002046,232.6851904486244,52.97706384455072,70.27895449423742,No
Treatment,Medium Value,240.2753084816672,363.34803745936665,70.66386322586962,58.07509869599703,Yes
Treatment,Low Value,94.64567738908087,136.86621186264557,59.52724487013754,65.43961601037094,Yes
Treatment,Medium Value,215.4489703525536,325.6316462654121,74.57522201782203,79.89266436821148,No
Treatment,High Value,257.18888583120344,417.57932452561545,95.73447643482749,85.84703904914727,Yes
Treatment,Low Value,268.55669563894503,409.03268110810967,49.75616531877685,60.52166986450493,No
Treatment,High Value,276.8320553763669,435.32950668224015,83.49629905834104,95.69846212,Yes
Treatment,Medium Value,227.160942950764,349.14274163511305,70.24902619495936,99.88776231868204,No
Control,Low Value,197.6125256262289,226.27862003354988,54.08884871644926,56.02611956122892,Yes
Treatment,Low Value,164.38306756309262,262.24976122983776,42.13587016025036,45.37658897860646,No
Control,Medium Value,224.2874503133868,254.3612439593955,63.65270514010376,73.67322294772175,Yes
Control,Low Value,237.0645558484449,274.64614468189734,51.97719935014327,56.42947209747658,Yes
Control,Medium Value,245.42849660586504,292.36462394289015,66.22058752467846,61.30044331,Yes
Control,High Value,275.2761975156668,317.7090693001224,100.0,100.0,No
Control,Low Value,275.86025857420617,318.73432591499534,33.182142325793606,33.74886382278385,Yes
Control,Medium Value,105.4216142239058,119.7470593885026,73.72381579276785,86.26558443166279,No
Control,Low Value,216.9220267807281,257.3465102302381,64.65780581,60.720993237852376,Yes
Treatment,Low Value,209.4908428931411,331.1165530815387,58.89079948492936,58.00060834511682,No
Control,Medium Value,224.52387279738485,269.5129704,73.59431572506529,91.66654064151518,No
Control,Low Value,217.97104147705048,258.44165797259734,53.282741385577246,53.80010605,Yes
Treatment,Medium Value,198.932077998388,299.3216044,77.71958326483423,82.42584166948164,Yes
Control,High Value,228.5113992131912,271.3498398794661,93.57449269213588,71.85830310198207,Yes
Treatment,Low Value,170.13352390708602,267.4919089358512,53.692021638216005,51.528362357475785,No
Control,Low Value,203.84622026439388,243.7668889196661,53.63375320800925,59.73428411974316,No
Treatment,High Value,263.8357540041946,405.0642772377472,99.68392571683822,97.81577232367717,Yes
Control,Low Value,218.3730037028148,261.9646028445819,61.07972024502146,56.88984191378873,Yes
Control,High Value,293.7097981437872,352.35318677317446,93.55806714595364,73.92144865,No
Control,Medium Value,202.61947782943608,240.1019691201542,77.5333818,88.85544712614225,No
Control,Low Value,192.89510737272303,226.12192616682336,54.05138528797139,60.63512337151721,Yes
Control,High Value,286.2389156752082,350.5619116959969,93.81491324959124,96.49942786538726,Yes
Treatment,Medium Value,261.2290270462232,408.88213761119016,72.9536263,67.05593917364001,No
Control,High Value,220.6626716764864,267.8925524174736,100.0,80.99076687396295,Yes
Treatment,High Value,314.84233839547005,493.2525272205978,95.11141003046724,100.0,No
Control,Low Value,152.72165649200912,172.83724962032974,57.127107164382494,57.11015851933321,No
Control,Medium Value,326.71888748972265,396.2199597058327,63.70656988608281,67.77822774569115,Yes
Control,Low Value,105.36391090130712,129.46943412289147,52.92592428798372,66.91621028498821,Yes
Treatment,Low Value,207.4011116591952,317.6677352569436,65.54354671267672,59.56089164941598,No
Control,Low Value,174.3281678819073,201.54847588112847,55.19560387857126,64.25131148893836,No
Control,High Value,250.5603229458121,298.7672118934615,100.0,100.0,No
Control,Medium Value,168.61838065807697,207.10149388840333,69.01413949595835,72.95518007208238,No
Control,Low Value,232.3537179609286,282.96305506682467,50.76476765936126,60.32999238174531,No
Treatment,High Value,161.8527122499647,269.15780572901946,76.64412041373944,93.25278774441264,No
Control,High Value,331.156856,381.3250211725593,86.17387118277843,95.38488088702174,Yes
Treatment,Medium Value,170.95960343412196,277.14967579576626,85.43063854933803,100.0,Yes
Treatment,High Value,232.05908881755903,363.8999377537186,78.06984312002774,91.45567379357534,Yes
Control,Medium Value,220.5143027329244,266.0065275,81.11148205,76.38958370355047,Yes
Treatment,Low Value,141.56649150239647,222.74578271331984,67.27748298545076,69.76504355781961,No
Treatment,Medium Value,147.32258024902674,225.3305537905264,52.31379210554038,33.797667692938575,Yes
Treatment,Medium Value,232.5141200641676,352.2989038937188,69.54825414258109,96.09975140068556,Yes
Control,Low Value,189.8565192898876,224.3194713737685,49.688270792369735,62.321563281748354,Yes
Control,High Value,218.46955341280983,254.42670292418453,100.0,100.0,Yes
Control,High Value,277.03772385896866,316.9909676118906,81.11187172515542,85.71865874273342,No
Treatment,High Value,217.8143943769481,325.1024742184611,98.50707107388388,100.0,No
Control,Low Value,246.4119469741212,294.19149948695866,49.424557362450855,53.82039323328238,No
Control,Medium Value,229.8805728590988,256.4093822392813,62.258781,65.88736879654665,No
Control,Medium Value,200.86793792099223,252.1509406014616,70.72422259943673,83.84151387453596,Yes
Control,Low Value,136.5790958678832,157.98726869124224,59.01953514412747,67.10183060253183,Yes
Treatment,High Value,263.0983790011342,396.8617360211886,100.0,100.0,Yes
Treatment,Low Value,259.2704452978387,390.2389452741842,52.82453012,56.44938883621096,No
Treatment,Low Value,207.84904562429057,307.0626239076161,50.56500684968734,61.49638187433739,Yes
Treatment,Medium Value,200.6293176431492,309.03753108994465,69.95000815582131,69.14143391814065,No
Treatment,Low Value,218.96912296023345,346.42293334862484,56.08333598168669,58.75536193508969,No
Control,Low Value,165.12111616045215,199.1531918194987,54.962315806445794,66.69878875,No
Treatment,Medium Value,217.02596897626063,332.1247385850094,79.67521555021762,79.72690492933673,Yes
Control,Low Value,254.6757924758801,303.72821047676047,55.98678231691042,67.09456447489718,No
Control,Low Value,105.9242680994234,122.8625075327003,38.174977176016334,48.34954240191438,No
Treatment,High Value,203.0966528000477,317.63096344657185,100.0,100.0,Yes
Treatment,Low Value,202.4785007838256,299.10026523312945,49.47820599230932,61.81264881333298,No
Treatment,Low Value,221.7379331805668,348.82287747856134,52.30164668975922,68.76838082327949,Yes
Control,Medium Value,382.23641650279205,446.97646550617554,80.33573666335774,71.81558953732451,No
Control,Low Value,176.3838259062918,209.31975133284223,71.99126484266797,76.0,No
Treatment,Medium Value,266.174449,424.1266310571398,84.56412534970309,84.38224142612614,Yes
Control,Medium Value,171.8725534705219,195.0848596047758,67.83654035961452,89.09240179964337,Yes
Treatment,Medium Value,293.5148727641229,452.1893433470999,90.04084213062664,90.05461786350736,Yes
Treatment,High Value,288.74815732784987,463.4339712514361,100.0,100.0,No
Treatment,Medium Value,246.44714379836915,390.8545979299002,74.20970604990974,74.33647268731838,Yes
Treatment,Medium Value,256.8276684717869,395.510171582746,71.00778644152625,95.97099696912504,No
Control,Medium Value,250.9020251344556,295.51320925853565,58.74986944541767,66.79102897249423,Yes
Control,Medium Value,180.3762028478397,217.4228926,74.92481658197212,93.19758725023196,Yes
Control,Medium Value,262.6790850304397,298.27383011116905,76.38317030452653,89.05887827579976,Yes
Treatment,High Value,137.71673906117897,218.9918726100296,99.36279452742002,91.44901011016331,Yes
Control,Medium Value,151.97950677358858,181.3788527276215,72.21748442196966,65.86813163530016,No
Control,Low Value,195.60832081334755,228.4951432925822,51.77648414941339,51.45041422168438,Yes
Treatment,Medium Value,201.70029447350703,315.2590411478699,75.20852653141509,77.48483092018913,No
Control,Low Value,185.7619376887265,225.0304169,53.97274929200314,73.82533396334121,Yes
Treatment,Low Value,105.59334985125464,161.6286825,53.8042963,64.68795545,Yes
Control,Medium Value,194.23130382861308,224.17474445293203,90.96388818152082,98.92731028506702,Yes
Control,High Value,158.31608707145813,184.0626094733422,100.0,100.0,No
Control,High Value,276.46730800095014,329.99771203377463,89.09718171544802,100.0,Yes
Control,Low Value,231.897064877966,263.4069023392858,58.98656394560752,76.0,No
Treatment,High Value,207.6873356418949,325.60372899636815,81.12572255132247,72.95534109499086,Yes
Treatment,High Value,188.057097565674,283.09943977205296,73.01109946472907,96.70481662232103,No
Control,High Value,203.84622026439388,243.7668889196661,97.36576617,92.73143897560948,Yes
Treatment,Medium Value,175.4017087909764,270.18605388098183,38.35196418113539,62.315816833454846,No
Treatment,Medium Value,226.21040747902052,342.4606090494069,68.66968517148912,90.54884228709184,Yes
Treatment,High Value,217.4689924789588,344.5091417250746,94.95952981924763,69.79539211801514,No
Treatment,Medium Value,255.6548484021807,405.2400216154961,66.00116681,78.35398545578522,No
Control,Low Value,197.46149803406325,239.20917193901823,59.18203001721659,61.132970902285074,No
Control,High Value,249.98347474277625,292.1024795,100.0,100.0,Yes
Control,Medium Value,162.3156466931204,186.9167941434463,71.44143518614746,68.02256477,No
Control,Medium Value,284.6827360875593,344.89221493953335,82.05429641026471,97.58886209853412,No
Control,Medium Value,256.43792426929224,300.8690456852238,73.73163517771182,77.32321699834462,No
Control,Medium Value,201.786816909586,246.91568058442527,65.49320586330671,65.35203642135504,No
Control,Medium Value,201.64097705423444,239.42009801397248,60.65590132524629,60.99618318150266,No
Treatment,Low Value,172.2707859858434,272.9578776426398,54.17870285761921,73.92144865,No
Treatment,Medium Value,192.7614355273085,306.4111798741552,63.42191792915034,79.50687834937632,Yes
Treatment,Low Value,236.96087613859652,374.0856382,43.14301007435171,48.06591814751663,No
Control,High Value,188.1668618204795,216.8664302,93.83093491186914,84.99916913,No
Control,Low Value,185.4806577219224,216.08504035296565,64.08309444388699,53.86557186456002,No
Treatment,High Value,220.6250323923425,320.92808716206974,100.0,100.0,No
Control,High Value,228.8484103478765,273.7670338806822,91.56811369278108,100.0,Yes
Treatment,Medium Value,266.4318329981842,407.22899664292623,82.97917715101619,85.14650220333841,No
Control,High Value,298.3455393523679,361.59068675848766,98.75359152904278,100.0,No
Treatment,Medium Value,266.2564165888803,402.2367435022326,73.34510216538254,71.39557769409515,Yes
Treatment,High Value,144.11792475088603,238.4927142073846,85.76032183,97.79215609152176,Yes
Control,Low Value,236.55649663059444,275.7708200821606,50.42765988932647,63.568602827173926,No
Treatment,Low Value,255.34013013178856,379.3839064774689,44.40786542551666,50.39920476399674,Yes
Control,Medium Value,214.26426260808057,246.3071095396101,74.84077536310305,75.43947247772586,Yes
Treatment,Medium Value,285.2460072716864,439.0368070939423,53.52219116,82.40329475859401,No
Control,Medium Value,160.3148423712035,187.2730263753116,61.462135077678354,71.57460490490595,No
Treatment,Low Value,166.05744492787122,256.39759158478205,42.46638050274844,39.66810568519438,No
Control,High Value,99.91150050016375,114.2405328819949,91.035929792771,100.0,Yes
Treatment,Low Value,232.0129712229766,357.7350723858763,50.53660098480722,60.11867219072473,No
Control,Medium Value,281.18585443698487,340.6368377660326,80.67369689774523,77.10003658,No
Control,High Value,258.0416996,312.6491033022469,91.16779724476208,89.13396037,No
Treatment,Medium Value,340.55546634682247,522.6277878905412,36.32953039668518,34.58621067927506,Yes
Control,Medium Value,255.17590003967496,304.0291377647677,63.93723373832643,66.78529717356456,No
Treatment,Low Value,254.0703508117965,397.0536464013167,45.06811628331854,47.68810530040596,Yes
Treatment,High Value,290.5975663461138,429.6531539,100.0,100.0,No
Control,Medium Value,158.60439593993934,195.4743353339751,59.05164500887382,76.64661267,No
Treatment,Medium Value,300.54922216527666,453.5143503263077,73.60105896384339,62.507395135939504,Yes
Treatment,Medium Value,279.38359602143635,430.58183172902784,91.43708594132828,100.0,Yes
Control,Medium Value,188.0297123518393,212.48138003312368,86.33203432443126,91.66978744100524,Yes
Control,Medium Value,205.70611573515995,243.27390442229336,75.6377119,78.16122333984968,Yes
Treatment,Medium Value,233.96128400178648,372.2433577178626,70.24902619495936,69.34177643867335,Yes
Treatment,Low Value,188.82964701805423,287.7867765955154,55.84286461310879,66.81569797411056,Yes
Control,Low Value,261.52019234213475,313.31562597828207,45.46939076715061,47.54381601322419,Yes
Treatment,Medium Value,245.1666484332993,369.0873170884226,73.56178705005017,82.76731768010606,Yes
Control,High Value,257.4395720342833,291.1740126158208,90.50116270377592,83.47776475829276,No
Control,Medium Value,220.75678498450472,262.4792378420753,89.51099588761012,80.81838400296171,Yes
Treatment,Low Value,111.39565004135966,177.94730513829518,60.876624576098905,60.10932793020677,No
Treatment,Medium Value,279.0339208,442.6993767423693,66.04837890813128,70.11050383450535,Yes
Treatment,High Value,191.0647211372156,290.7653417220167,80.79319506675927,83.23003234,Yes
Control,High Value,214.28057901063653,253.354372417246,85.85422421,76.38012189172395,Yes
Treatment,High Value,244.6630557268741,369.9532126007729,89.55380105257927,77.21794306261653,No
Treatment,Low Value,176.11838410684072,271.5202723356469,62.68865605540789,71.75399972706097,No
Treatment,High Value,320.1231724529305,502.1467516,95.23061578706285,89.28980252996216,Yes
Treatment,Low Value,237.3572669687988,366.4118589725597,54.01565851979654,45.23129107293215,No
Treatment,Medium Value,248.7731079822913,393.3242339583746,78.32370073696633,88.15209584373964,No
Treatment,Low Value,261.82556603205074,396.6354305386448,70.85644856882655,76.0,No
Control,Low Value,189.4659121344993,226.22182886628565,49.27630268732355,50.97111290703112,No
Control,Medium Value,341.8507495892636,412.1875885178548,86.22582807240367,99.09559004435604,No
Control,Low Value,203.84622026439388,243.7668889196661,55.08822629470324,61.17027146656753,No
Control,Medium Value,197.2060686264828,236.0495489664787,65.57377019,71.99615536519225,Yes
Treatment,Low Value,262.2536081870558,407.84167227697503,73.02806700471015,74.57622205835206,Yes
Control,High Value,203.84622026439388,243.7668889196661,76.87951146626855,80.47618325485202,Yes
